video_id,participant,duration_seconds,duration_source,source_url,youtube_url,md5,size_bytes
P05-20240425-083515,P05,196.933333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240425-083515.mp4,https://youtu.be/V_SnJ2-AcP0,5fc9d278c5659fcfe1dd2d9784a3a256,
P05-20240425-124420,P05,224.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240425-124420.mp4,https://youtu.be/0NPJp542W2I,7b6787d7dc43862ff37f221c765d086c,
P05-20240425-125459,P05,28.433333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240425-125459.mp4,https://youtu.be/tNThxcw9T9w,f3ff9adb4048d245a3e4a268bdfa6dca,
P05-20240425-171455,P05,1068.633333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240425-171455.mp4,https://youtu.be/eMeXg-8DVvQ,8bee5cb0820fec6d4f7e32bd7240b9f7,
P05-20240425-173353,P05,642.1,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240425-173353.mp4,https://youtu.be/XUpcsJO03YE,91ac8b2483dbbb5b9bf601cc5e16f69d,
P05-20240425-180658,P05,242.133333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240425-180658.mp4,https://youtu.be/EC8u03v6iQM,4fb52741de3baa7c601902cabe09cc26,
P05-20240425-201444,P05,1629.833333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240425-201444.mp4,https://youtu.be/OkF3oJZmVZ8,0055bd7980efbd9b105c83ab758b7499,
P05-20240426-085333,P05,433.333333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240426-085333.mp4,https://youtu.be/YbJ_AKPGnJM,a421f920ffcaa368b7081651f7ccf883,
P05-20240426-091011,P05,113.366667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240426-091011.mp4,https://youtu.be/fmCmCWxgw28,ca187659b26c062a77edcd3866cae576,
P05-20240426-092000,P05,98.666667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240426-092000.mp4,https://youtu.be/r2WbnQj3Klg,0e667d571936923b35637ce509c401cb,
P05-20240427-143353,P05,1252.566667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240427-143353.mp4,https://youtu.be/ne67bnDFy0E,7874cc1b1db59005bb0eea0e465b989c,
P05-20240427-145526,P05,427.066667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240427-145526.mp4,https://youtu.be/2yMGlZU2r0E,8f2be33909a51f48923ad509906379b2,
P05-20240427-150402,P05,184.766667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240427-150402.mp4,https://youtu.be/K5BHJ6f0rXU,3c79f54907c85bbfc686a23bc717e277,
P05-20240427-151808,P05,127.366667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240427-151808.mp4,https://youtu.be/nKtVMp7TW2g,df426d8b9f38d8da7754f005e25a56ec,
P06-20240510-090328,P06,2016.5,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240510-090328.mp4,https://youtu.be/fySE6P-hiOg,897d9d5607afb645a6f9071bf564d828,
P06-20240510-094438,P06,200.2,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240510-094438.mp4,https://youtu.be/3GWSDWfUoQ0,3d160f36d24798490c3e57ec55f9d909,
P06-20240510-100047,P06,1464.166667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240510-100047.mp4,https://youtu.be/1MthVWI-HDc,e1f2efca58aa5462f2fc4eb5599784bb,
P06-20240510-104642,P06,3169.366667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240510-104642.mp4,https://youtu.be/gmvnmxz0fvg,5fcaa2a7355c5b01ddc0b69f4ffb5a56,
P06-20240510-115307,P06,1112.833333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240510-115307.mp4,https://youtu.be/YrwLEsYui6M,b30b947985af1b5f0c8a324ca88d9f2e,
P06-20240510-121619,P06,1188.466667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240510-121619.mp4,https://youtu.be/MvGcZj_3VvI,bac8a20e034610a509f82b667355614b,
P06-20240510-135423,P06,433.766667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240510-135423.mp4,https://youtu.be/Rs8SozeRBSU,feac9fed47de7b7af9f119c1f0aa3de5,
P06-20240510-140459,P06,1856.733333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240510-140459.mp4,https://youtu.be/xVpNL5CQtHg,d417ae46e51dfdb6960c2f5be0954169,
P06-20240511-102207,P06,2533.233333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240511-102207.mp4,https://youtu.be/CfD8JwSTawk,d4744f5f1e35a8a375412f3d9710e6d3,
P06-20240511-121048,P06,633.5,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240511-121048.mp4,https://youtu.be/dRhC716vd68,7d4fc5fb22c8a3d8b9d7f52b8e872a56,
P06-20240511-122221,P06,122.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P06/P06-20240511-122221.mp4,https://youtu.be/XHjyMr158_I,9dff0f38449c81cd48ff5b9ac235aa62,
P07-20240529-102652,P07,931.5,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P07/P07-20240529-102652.mp4,https://youtu.be/iCfzOA1RaLU,aecba89a3ecff926563e8d66ea0d8ddc,
P07-20240529-131737,P07,607.9,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P07/P07-20240529-131737.mp4,https://youtu.be/8-xn8-xsllQ,d75dfc005215e4d18516e69ba0466b97,
P07-20240529-134410,P07,1064.033333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P07/P07-20240529-134410.mp4,https://youtu.be/Rnmf09yzNAE,78eda329bf486eacd6b3f9944712b8c6,
P07-20240529-191007,P07,1910.833333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P07/P07-20240529-191007.mp4,https://youtu.be/ye9LXg30G7w,153ac810f8d2ec71b95f745989d08448,
P07-20240529-194518,P07,1702.366667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P07/P07-20240529-194518.mp4,https://youtu.be/5X7RFVul2uo,788e279ca81d4ebb3bfa32713cc0c592,
P07-20240530-102543,P07,2096.9,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P07/P07-20240530-102543.mp4,https://youtu.be/a6wcjtATIeU,6ec8ff25669fb0a2d2c7e62d59ae91aa,
P07-20240530-111344,P07,159.166667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P07/P07-20240530-111344.mp4,https://youtu.be/KMBj0Sq7vZg,b169b652b0eb253c3e39409d003509bd,
P07-20240531-101357,P07,2579.2,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P07/P07-20240531-101357.mp4,https://youtu.be/zInGsEULHX8,04d4270ac9ca96eb4ed310f39d3ee085,
P07-20240531-201703,P07,1883.566667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P07/P07-20240531-201703.mp4,https://youtu.be/1qeKWyfu3qQ,aa376a14fa7f600214b72879081d6a2d,
P08-20240613-122900,P08,198.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240613-122900.mp4,https://youtu.be/50cGIL39mDk,23aaae13768461558d55161bcab120da,
P08-20240613-123547,P08,1011.933333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240613-123547.mp4,https://youtu.be/F4MzdUd6ClM,d618a25d36f8f6d9eac6e42c36b1b2cf,
P08-20240614-085000,P08,1087.9,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240614-085000.mp4,https://youtu.be/SzNR3vEJAYE,4474a8a26ec86c91836bad4f8b3989c9,
P08-20240614-125650,P08,1224.333333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240614-125650.mp4,https://youtu.be/lDstsmGmrlM,ff00cc28e7583e1d8be6e6a63c316b7e,
P08-20240614-132938,P08,158.466667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240614-132938.mp4,https://youtu.be/pI1xR81gZz0,b5c9fa20adea8897fe54258f2ee4e2c7,
P08-20240614-184945,P08,1008.566667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240614-184945.mp4,https://youtu.be/e397Y4grt1k,c80f40455931658019c3c99b9fe52791,
P08-20240617-130401,P08,1993.566667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240617-130401.mp4,https://youtu.be/OstYPS-rZ9g,51847f59c031d313abaf5d65ab009543,
P08-20240617-184909,P08,1872.966667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240617-184909.mp4,https://youtu.be/_OfP5Ypq4XQ,8eaa65ba98b540266fd0755244988eda,
P08-20240618-163547,P08,1978.1,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240618-163547.mp4,https://youtu.be/Vf1pbMbVkYA,a8462a4ee599e8f85abab942fafc4ce5,
P08-20240618-171546,P08,1184.533333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240618-171546.mp4,https://youtu.be/_EA6wUp1S-M,57ef636d8c3cd57e4154d5aca388a8bf,
P08-20240620-180825,P08,1690.666667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240620-180825.mp4,https://youtu.be/k6_z-Lvxytk,b9bf532e119a859e30939d13d6cde1f3,
P08-20240622-141902,P08,1119.2,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P08/P08-20240622-141902.mp4,https://youtu.be/sE68I_7B1sw,e87e76195daaa4d0a2643dddfd433c92,
P09-20240621-093545,P09,2959.933333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240621-093545.mp4,https://youtu.be/UpLFLWsfzaM,678fbb33f7b3d1cd4272b58669d6057c,
P09-20240621-153208,P09,1019.933333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240621-153208.mp4,https://youtu.be/esvILIGB-_g,b5617d395536e892e8fde9f8fab6d4f0,
P09-20240622-150155,P09,2498.533333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240622-150155.mp4,https://youtu.be/it6f1pYx9s4,aba27996eb838a4eeb59f43c38613f32,
P09-20240622-154652,P09,1065.5,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240622-154652.mp4,https://youtu.be/BnlhxK1FUY8,1327582573a631a46df72c090a532922,
P09-20240622-162302,P09,1058.4,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240622-162302.mp4,https://youtu.be/sEXzejsaR88,04d347cea5c4287a66e3dd55fd1a5568,
P09-20240622-194642,P09,376.766667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240622-194642.mp4,https://youtu.be/DiZu60NkEYk,7472dbb4f26a35d78892c4662e1e56dd,
P09-20240623-120359,P09,3639.966667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240623-120359.mp4,https://youtu.be/8PA9Kdaujm4,fe174866a267269cc6f6a2b2997abe50,
P09-20240623-153253,P09,252.766667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240623-153253.mp4,https://youtu.be/pDG6tW3tA0o,6ef26ca48baab671b033dce57a5dda93,
P09-20240623-153748,P09,299.633333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240623-153748.mp4,https://youtu.be/Rj1oxJgsxYs,5d98e43b8974d4d1922f01faac7080f2,
P09-20240623-154547,P09,35.4,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240623-154547.mp4,https://youtu.be/CkvdwVh60Pk,94d712460b1d195abfd31358e6f3565b,
P09-20240624-160737,P09,2155.633333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240624-160737.mp4,https://youtu.be/ooIy3_vTXKw,d230ca01db21fe06fdbe4ab9a06da357,
P09-20240624-165332,P09,1419.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240624-165332.mp4,https://youtu.be/OhTeD0DY6q4,efeada846cf2ed29a861f024ab77e660,
P09-20240625-103827,P09,161.066667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P09/P09-20240625-103827.mp4,https://youtu.be/GOktVMb9pzY,beab2c97dc6b750e9b50540d73f7e70a,
