path,participant,day,duration_seconds,fps,width,height,size_bytes,bytes_fetched,source_url
EyeTracking/A6_SHURE/DAY1/DAY1_A6_SHURE_14173000.mp4,A6_SHURE,DAY1,30.0,20.0,640,240,977923,125955,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY1/DAY1_A6_SHURE_14173000.mp4
EyeTracking/A6_SHURE/DAY1/DAY1_A6_SHURE_21070000.mp4,A6_SHURE,DAY1,30.0,20.0,640,240,697376,107552,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY1/DAY1_A6_SHURE_21070000.mp4
EyeTracking/A6_SHURE/DAY2/DAY2_A6_SHURE_16110000.mp4,A6_SHURE,DAY2,30.0,20.0,640,240,750928,95568,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY2/DAY2_A6_SHURE_16110000.mp4
EyeTracking/A6_SHURE/DAY2/DAY2_A6_SHURE_17423000.mp4,A6_SHURE,DAY2,30.0,20.0,640,240,578742,119990,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY2/DAY2_A6_SHURE_17423000.mp4
EyeTracking/A6_SHURE/DAY2/DAY2_A6_SHURE_21473000.mp4,A6_SHURE,DAY2,30.0,20.0,640,240,632443,108155,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY2/DAY2_A6_SHURE_21473000.mp4
EyeTracking/A6_SHURE/DAY3/DAY3_A6_SHURE_15240000.mp4,A6_SHURE,DAY3,30.0,20.0,640,240,1398037,87317,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY3/DAY3_A6_SHURE_15240000.mp4
EyeTracking/A6_SHURE/DAY3/DAY3_A6_SHURE_20403000.mp4,A6_SHURE,DAY3,30.0,20.0,640,240,800631,79735,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY3/DAY3_A6_SHURE_20403000.mp4
EyeTracking/A6_SHURE/DAY4/DAY4_A6_SHURE_12523000.mp4,A6_SHURE,DAY4,30.0,20.0,640,240,301702,105094,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY4/DAY4_A6_SHURE_12523000.mp4
EyeTracking/A6_SHURE/DAY4/DAY4_A6_SHURE_18563000.mp4,A6_SHURE,DAY4,30.0,20.0,640,240,744279,88919,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY4/DAY4_A6_SHURE_18563000.mp4
EyeTracking/A6_SHURE/DAY5/DAY5_A6_SHURE_12500000.mp4,A6_SHURE,DAY5,30.0,20.0,640,240,488812,95596,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY5/DAY5_A6_SHURE_12500000.mp4
EyeTracking/A6_SHURE/DAY5/DAY5_A6_SHURE_19483000.mp4,A6_SHURE,DAY5,30.0,20.0,640,240,672768,82944,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY5/DAY5_A6_SHURE_19483000.mp4
EyeTracking/A6_SHURE/DAY6/DAY6_A6_SHURE_12260000.mp4,A6_SHURE,DAY6,30.0,20.0,640,240,665444,75620,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY6/DAY6_A6_SHURE_12260000.mp4
EyeTracking/A6_SHURE/DAY6/DAY6_A6_SHURE_19380000.mp4,A6_SHURE,DAY6,30.0,20.0,640,240,663168,73344,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY6/DAY6_A6_SHURE_19380000.mp4
EyeTracking/A6_SHURE/DAY7/DAY7_A6_SHURE_11470000.mp4,A6_SHURE,DAY7,30.0,20.0,640,240,530264,137048,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY7/DAY7_A6_SHURE_11470000.mp4
EyeTracking/A6_SHURE/DAY7/DAY7_A6_SHURE_13503000.mp4,A6_SHURE,DAY7,30.0,20.0,640,240,734407,79047,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY7/DAY7_A6_SHURE_13503000.mp4
