video_id,source_url,qa_count,duration_seconds,duration_status
Efk3K4epEzg,https://www.youtube.com/watch?v=Efk3K4epEzg,4,,not individually probed; paper mean1630.7s
4owYuFYB49g,https://www.youtube.com/watch?v=4owYuFYB49g,4,,not individually probed; paper mean1630.7s
MaStjHoN8RE,https://www.youtube.com/watch?v=MaStjHoN8RE,11,,not individually probed; paper mean1630.7s
rX184PQ1UMI,https://www.youtube.com/watch?v=rX184PQ1UMI,5,,not individually probed; paper mean1630.7s
AdAQABXgar4,https://www.youtube.com/watch?v=AdAQABXgar4,4,,not individually probed; paper mean1630.7s
9wxPUp2IIH8,https://www.youtube.com/watch?v=9wxPUp2IIH8,4,,not individually probed; paper mean1630.7s
wRdjOh07At8,https://www.youtube.com/watch?v=wRdjOh07At8,4,,not individually probed; paper mean1630.7s
vPpCe2jhTEc,https://www.youtube.com/watch?v=vPpCe2jhTEc,3,,not individually probed; paper mean1630.7s
ISpSkPL1eTM,https://www.youtube.com/watch?v=ISpSkPL1eTM,2,,not individually probed; paper mean1630.7s
irp_HPzfxbQ,https://www.youtube.com/watch?v=irp_HPzfxbQ,3,,not individually probed; paper mean1630.7s
aGrc_kgAsJk,https://www.youtube.com/watch?v=aGrc_kgAsJk,3,,not individually probed; paper mean1630.7s
b5XIljwl5hI,https://www.youtube.com/watch?v=b5XIljwl5hI,3,,not individually probed; paper mean1630.7s
zJnqFUfmHEo,https://www.youtube.com/watch?v=zJnqFUfmHEo,5,,not individually probed; paper mean1630.7s
QKbXrmEl5J0,https://www.youtube.com/watch?v=QKbXrmEl5J0,3,,not individually probed; paper mean1630.7s
anjq43EhoP8,https://www.youtube.com/watch?v=anjq43EhoP8,6,,not individually probed; paper mean1630.7s
6pF1MDHSeAc,https://www.youtube.com/watch?v=6pF1MDHSeAc,4,,not individually probed; paper mean1630.7s
ALN5kwGkymQ,https://www.youtube.com/watch?v=ALN5kwGkymQ,3,,not individually probed; paper mean1630.7s
m8hSgPhTl5c,https://www.youtube.com/watch?v=m8hSgPhTl5c,2,,not individually probed; paper mean1630.7s
51FoFWfx2BI,https://www.youtube.com/watch?v=51FoFWfx2BI,2,,not individually probed; paper mean1630.7s
gR78swqMz6Y,https://www.youtube.com/watch?v=gR78swqMz6Y,2,,not individually probed; paper mean1630.7s
aqy-agi-kiQ,https://www.youtube.com/watch?v=aqy-agi-kiQ,4,,not individually probed; paper mean1630.7s
l-QyfCsz_0c,https://www.youtube.com/watch?v=l-QyfCsz_0c,3,,not individually probed; paper mean1630.7s
9M_J3iWcMbU,https://www.youtube.com/watch?v=9M_J3iWcMbU,4,,not individually probed; paper mean1630.7s
m06VUsvgNU4,https://www.youtube.com/watch?v=m06VUsvgNU4,8,,not individually probed; paper mean1630.7s
gmxmQRUhyN4,https://www.youtube.com/watch?v=gmxmQRUhyN4,6,,not individually probed; paper mean1630.7s
A_iPKTr-I6A,https://www.youtube.com/watch?v=A_iPKTr-I6A,2,,not individually probed; paper mean1630.7s
zeyJRz5eKgw,https://www.youtube.com/watch?v=zeyJRz5eKgw,2,,not individually probed; paper mean1630.7s
tE2ipy2Xuvc,https://www.youtube.com/watch?v=tE2ipy2Xuvc,2,,not individually probed; paper mean1630.7s
sBrXhcyOsqk,https://www.youtube.com/watch?v=sBrXhcyOsqk,5,,not individually probed; paper mean1630.7s
ok5N73_Tf1k,https://www.youtube.com/watch?v=ok5N73_Tf1k,5,,not individually probed; paper mean1630.7s
lHtocbq47o4,https://www.youtube.com/watch?v=lHtocbq47o4,4,,not individually probed; paper mean1630.7s
seYon2Eppc0,https://www.youtube.com/watch?v=seYon2Eppc0,4,,not individually probed; paper mean1630.7s
bXv_fEDU8H0,https://www.youtube.com/watch?v=bXv_fEDU8H0,4,,not individually probed; paper mean1630.7s
KHslnSzK2SU,https://www.youtube.com/watch?v=KHslnSzK2SU,3,,not individually probed; paper mean1630.7s
yij5LSuT70k,https://www.youtube.com/watch?v=yij5LSuT70k,1,,not individually probed; paper mean1630.7s
Wj17osJhxOs,https://www.youtube.com/watch?v=Wj17osJhxOs,5,,not individually probed; paper mean1630.7s
Pifb7qPbP4U,https://www.youtube.com/watch?v=Pifb7qPbP4U,4,,not individually probed; paper mean1630.7s
coOtsPmfs8k,https://www.youtube.com/watch?v=coOtsPmfs8k,5,,not individually probed; paper mean1630.7s
vqgou_fW0_g,https://www.youtube.com/watch?v=vqgou_fW0_g,4,,not individually probed; paper mean1630.7s
fWpH8FjQloo,https://www.youtube.com/watch?v=fWpH8FjQloo,4,,not individually probed; paper mean1630.7s
mUfNMRhvWC4,https://www.youtube.com/watch?v=mUfNMRhvWC4,4,,not individually probed; paper mean1630.7s
-SoujwI5Vno,https://www.youtube.com/watch?v=-SoujwI5Vno,3,,not individually probed; paper mean1630.7s
AwSfjaZ8T5w,https://www.youtube.com/watch?v=AwSfjaZ8T5w,4,,not individually probed; paper mean1630.7s
NI822Lnfj5w,https://www.youtube.com/watch?v=NI822Lnfj5w,3,,not individually probed; paper mean1630.7s
3na690b_EXk,https://www.youtube.com/watch?v=3na690b_EXk,4,,not individually probed; paper mean1630.7s
eHcUs_rB7mw,https://www.youtube.com/watch?v=eHcUs_rB7mw,4,,not individually probed; paper mean1630.7s
_BXm6dTHvY0,https://www.youtube.com/watch?v=_BXm6dTHvY0,5,,not individually probed; paper mean1630.7s
e1VKbjRozb0,https://www.youtube.com/watch?v=e1VKbjRozb0,4,,not individually probed; paper mean1630.7s
yxTqkOHsDiU,https://www.youtube.com/watch?v=yxTqkOHsDiU,4,,not individually probed; paper mean1630.7s
ow9doYQRgv8,https://www.youtube.com/watch?v=ow9doYQRgv8,5,,not individually probed; paper mean1630.7s
1NviSjTceSQ,https://www.youtube.com/watch?v=1NviSjTceSQ,4,,not individually probed; paper mean1630.7s
nSKtlFyzbAg,https://www.youtube.com/watch?v=nSKtlFyzbAg,8,,not individually probed; paper mean1630.7s
mh3Ap5B146k,https://www.youtube.com/watch?v=mh3Ap5B146k,4,,not individually probed; paper mean1630.7s
QKqbHqor1tE,https://www.youtube.com/watch?v=QKqbHqor1tE,3,,not individually probed; paper mean1630.7s
SGRan0Amp8s,https://www.youtube.com/watch?v=SGRan0Amp8s,2,,not individually probed; paper mean1630.7s
GLnI-M5KIkw,https://www.youtube.com/watch?v=GLnI-M5KIkw,3,,not individually probed; paper mean1630.7s
7ALeNj7cp_s,https://www.youtube.com/watch?v=7ALeNj7cp_s,3,,not individually probed; paper mean1630.7s
TkNBJOIJZe4,https://www.youtube.com/watch?v=TkNBJOIJZe4,3,,not individually probed; paper mean1630.7s
lGWxiAjgyCY,https://www.youtube.com/watch?v=lGWxiAjgyCY,3,,not individually probed; paper mean1630.7s
s8HnBxB7FA0,https://www.youtube.com/watch?v=s8HnBxB7FA0,2,,not individually probed; paper mean1630.7s
Y5hetUv7tKE,https://www.youtube.com/watch?v=Y5hetUv7tKE,4,,not individually probed; paper mean1630.7s
psGTvN6N3Zw,https://www.youtube.com/watch?v=psGTvN6N3Zw,3,,not individually probed; paper mean1630.7s
JFVstZqOUKw,https://www.youtube.com/watch?v=JFVstZqOUKw,3,,not individually probed; paper mean1630.7s
oFFdtWnZ5Jk,https://www.youtube.com/watch?v=oFFdtWnZ5Jk,3,,not individually probed; paper mean1630.7s
xNRbhl1Eh_4,https://www.youtube.com/watch?v=xNRbhl1Eh_4,5,,not individually probed; paper mean1630.7s
Cch4mayoNgg,https://www.youtube.com/watch?v=Cch4mayoNgg,8,,not individually probed; paper mean1630.7s
0bJV_IK_MPA,https://www.youtube.com/watch?v=0bJV_IK_MPA,4,,not individually probed; paper mean1630.7s
81XMkdAcvCA,https://www.youtube.com/watch?v=81XMkdAcvCA,2,,not individually probed; paper mean1630.7s
HX9rg4qnUYE,https://www.youtube.com/watch?v=HX9rg4qnUYE,3,,not individually probed; paper mean1630.7s
G6sPCMIQqpc,https://www.youtube.com/watch?v=G6sPCMIQqpc,5,,not individually probed; paper mean1630.7s
tJIkzEWs2SI,https://www.youtube.com/watch?v=tJIkzEWs2SI,3,,not individually probed; paper mean1630.7s
MNzxVtYPzwI,https://www.youtube.com/watch?v=MNzxVtYPzwI,5,,not individually probed; paper mean1630.7s
sdkZH3uM1BI,https://www.youtube.com/watch?v=sdkZH3uM1BI,3,,not individually probed; paper mean1630.7s
tWrSczF3d_8,https://www.youtube.com/watch?v=tWrSczF3d_8,3,,not individually probed; paper mean1630.7s
IEe_mKOJ8uA,https://www.youtube.com/watch?v=IEe_mKOJ8uA,3,,not individually probed; paper mean1630.7s
g3Ud6mHdhlQ,https://www.youtube.com/watch?v=g3Ud6mHdhlQ,4,,not individually probed; paper mean1630.7s
PRF0HSaOFos,https://www.youtube.com/watch?v=PRF0HSaOFos,3,,not individually probed; paper mean1630.7s
VJeiG8r6CyM,https://www.youtube.com/watch?v=VJeiG8r6CyM,3,,not individually probed; paper mean1630.7s
yXXfLJDJMVc,https://www.youtube.com/watch?v=yXXfLJDJMVc,3,,not individually probed; paper mean1630.7s
xRuBMMts8cw,https://www.youtube.com/watch?v=xRuBMMts8cw,4,,not individually probed; paper mean1630.7s
_qj13VcgeHk,https://www.youtube.com/watch?v=_qj13VcgeHk,3,,not individually probed; paper mean1630.7s
ZsfmKOkw5mU,https://www.youtube.com/watch?v=ZsfmKOkw5mU,2,,not individually probed; paper mean1630.7s
kqpVeRIjZNc,https://www.youtube.com/watch?v=kqpVeRIjZNc,5,,not individually probed; paper mean1630.7s
EZ_j699Mt8Q,https://www.youtube.com/watch?v=EZ_j699Mt8Q,4,,not individually probed; paper mean1630.7s
xALfqHBqsdg,https://www.youtube.com/watch?v=xALfqHBqsdg,3,,not individually probed; paper mean1630.7s
s1wbT82Vg1k,https://www.youtube.com/watch?v=s1wbT82Vg1k,4,,not individually probed; paper mean1630.7s
VcgcyHPzmxE,https://www.youtube.com/watch?v=VcgcyHPzmxE,2,,not individually probed; paper mean1630.7s
HogJsexjMW4,https://www.youtube.com/watch?v=HogJsexjMW4,3,,not individually probed; paper mean1630.7s
ml5kj4OXFF0,https://www.youtube.com/watch?v=ml5kj4OXFF0,4,,not individually probed; paper mean1630.7s
9gAq3wfvYUk,https://www.youtube.com/watch?v=9gAq3wfvYUk,3,,not individually probed; paper mean1630.7s
DfvQxldiPSg,https://www.youtube.com/watch?v=DfvQxldiPSg,3,,not individually probed; paper mean1630.7s
0EH9HggXhUo,https://www.youtube.com/watch?v=0EH9HggXhUo,4,,not individually probed; paper mean1630.7s
5XErqFlBbVI,https://www.youtube.com/watch?v=5XErqFlBbVI,2,,not individually probed; paper mean1630.7s
qb4gIVXHtRw,https://www.youtube.com/watch?v=qb4gIVXHtRw,4,,not individually probed; paper mean1630.7s
6IIRSMmCq-Q,https://www.youtube.com/watch?v=6IIRSMmCq-Q,4,,not individually probed; paper mean1630.7s
wL2tCvRxPuE,https://www.youtube.com/watch?v=wL2tCvRxPuE,3,,not individually probed; paper mean1630.7s
nagD39BI13U,https://www.youtube.com/watch?v=nagD39BI13U,3,,not individually probed; paper mean1630.7s
OryGhZQvKxY,https://www.youtube.com/watch?v=OryGhZQvKxY,4,,not individually probed; paper mean1630.7s
Ock_hgdQ-q8,https://www.youtube.com/watch?v=Ock_hgdQ-q8,2,,not individually probed; paper mean1630.7s
IzV1Rv_iCno,https://www.youtube.com/watch?v=IzV1Rv_iCno,4,,not individually probed; paper mean1630.7s
ecGLfy5P_nY,https://www.youtube.com/watch?v=ecGLfy5P_nY,3,,not individually probed; paper mean1630.7s
nKkMuIWiC3g,https://www.youtube.com/watch?v=nKkMuIWiC3g,5,,not individually probed; paper mean1630.7s
2CwDInTF4mc,https://www.youtube.com/watch?v=2CwDInTF4mc,1,,not individually probed; paper mean1630.7s
RQw14FMuAzM,https://www.youtube.com/watch?v=RQw14FMuAzM,3,,not individually probed; paper mean1630.7s
d8MqEs9wuR4,https://www.youtube.com/watch?v=d8MqEs9wuR4,4,,not individually probed; paper mean1630.7s
UeUHp1GU644,https://www.youtube.com/watch?v=UeUHp1GU644,3,,not individually probed; paper mean1630.7s
kMdRuz9WMHI,https://www.youtube.com/watch?v=kMdRuz9WMHI,8,,not individually probed; paper mean1630.7s
2TyC_GY0TTc,https://www.youtube.com/watch?v=2TyC_GY0TTc,3,,not individually probed; paper mean1630.7s
sduW4eOc1A8,https://www.youtube.com/watch?v=sduW4eOc1A8,2,,not individually probed; paper mean1630.7s
3FB-ZiKNXo0,https://www.youtube.com/watch?v=3FB-ZiKNXo0,4,,not individually probed; paper mean1630.7s
DwFxPA0JHKs,https://www.youtube.com/watch?v=DwFxPA0JHKs,2,,not individually probed; paper mean1630.7s
Vz0BD1v8N5U,https://www.youtube.com/watch?v=Vz0BD1v8N5U,8,,not individually probed; paper mean1630.7s
47xt4PzJW1I,https://www.youtube.com/watch?v=47xt4PzJW1I,5,,not individually probed; paper mean1630.7s
7F_DuujmG2k,https://www.youtube.com/watch?v=7F_DuujmG2k,4,,not individually probed; paper mean1630.7s
Rkxi2oQQ8Sw,https://www.youtube.com/watch?v=Rkxi2oQQ8Sw,8,,not individually probed; paper mean1630.7s
sfNDNdwHSmc,https://www.youtube.com/watch?v=sfNDNdwHSmc,4,,not individually probed; paper mean1630.7s
OtS-vg81miA,https://www.youtube.com/watch?v=OtS-vg81miA,5,,not individually probed; paper mean1630.7s
vwCGgWZFAyk,https://www.youtube.com/watch?v=vwCGgWZFAyk,7,,not individually probed; paper mean1630.7s
J9pW-ui7XzM,https://www.youtube.com/watch?v=J9pW-ui7XzM,5,,not individually probed; paper mean1630.7s
PgOVceuvTnQ,https://www.youtube.com/watch?v=PgOVceuvTnQ,3,,not individually probed; paper mean1630.7s
RaIpACZ6vPU,https://www.youtube.com/watch?v=RaIpACZ6vPU,5,,not individually probed; paper mean1630.7s
Mp4jIPS9J9k,https://www.youtube.com/watch?v=Mp4jIPS9J9k,4,,not individually probed; paper mean1630.7s
z-NFG4bUHgI,https://www.youtube.com/watch?v=z-NFG4bUHgI,4,,not individually probed; paper mean1630.7s
wS1GdFKOkvg,https://www.youtube.com/watch?v=wS1GdFKOkvg,5,,not individually probed; paper mean1630.7s
iWWWyG5ZwG8,https://www.youtube.com/watch?v=iWWWyG5ZwG8,3,,not individually probed; paper mean1630.7s
xsLJZyih3Ac,https://www.youtube.com/watch?v=xsLJZyih3Ac,4,,not individually probed; paper mean1630.7s
DkPQRSVeHG8,https://www.youtube.com/watch?v=DkPQRSVeHG8,3,,not individually probed; paper mean1630.7s
3XBBBEEYWo4,https://www.youtube.com/watch?v=3XBBBEEYWo4,4,,not individually probed; paper mean1630.7s
NMOnuD0SQJs,https://www.youtube.com/watch?v=NMOnuD0SQJs,3,,not individually probed; paper mean1630.7s
tG8ZaAgCTiE,https://www.youtube.com/watch?v=tG8ZaAgCTiE,7,,not individually probed; paper mean1630.7s
oPPZjq9nkpE,https://www.youtube.com/watch?v=oPPZjq9nkpE,5,,not individually probed; paper mean1630.7s
O76aKHLyHVc,https://www.youtube.com/watch?v=O76aKHLyHVc,4,,not individually probed; paper mean1630.7s
QXS8Pqs13ao,https://www.youtube.com/watch?v=QXS8Pqs13ao,4,,not individually probed; paper mean1630.7s
XL8_-a1lr5w,https://www.youtube.com/watch?v=XL8_-a1lr5w,3,,not individually probed; paper mean1630.7s
UWaZ5_fsbx0,https://www.youtube.com/watch?v=UWaZ5_fsbx0,4,,not individually probed; paper mean1630.7s
X7al-lt_1O0,https://www.youtube.com/watch?v=X7al-lt_1O0,2,,not individually probed; paper mean1630.7s
ignD-cVmY90,https://www.youtube.com/watch?v=ignD-cVmY90,2,,not individually probed; paper mean1630.7s
hc8JZRhXLo8,https://www.youtube.com/watch?v=hc8JZRhXLo8,4,,not individually probed; paper mean1630.7s
63G8eh_Ps_M,https://www.youtube.com/watch?v=63G8eh_Ps_M,5,,not individually probed; paper mean1630.7s
VGG_2Lr_-ts,https://www.youtube.com/watch?v=VGG_2Lr_-ts,2,,not individually probed; paper mean1630.7s
5puu3kN9l7c,https://www.youtube.com/watch?v=5puu3kN9l7c,4,,not individually probed; paper mean1630.7s
kYV_Os4z0Rw,https://www.youtube.com/watch?v=kYV_Os4z0Rw,2,,not individually probed; paper mean1630.7s
S5glumRXfcU,https://www.youtube.com/watch?v=S5glumRXfcU,2,,not individually probed; paper mean1630.7s
nADkjlmfw60,https://www.youtube.com/watch?v=nADkjlmfw60,3,,not individually probed; paper mean1630.7s
ASIuMBog7xI,https://www.youtube.com/watch?v=ASIuMBog7xI,4,,not individually probed; paper mean1630.7s
is_hVnUjBV4,https://www.youtube.com/watch?v=is_hVnUjBV4,2,,not individually probed; paper mean1630.7s
9umeNSIunak,https://www.youtube.com/watch?v=9umeNSIunak,2,,not individually probed; paper mean1630.7s
Cpevu80LZ5o,https://www.youtube.com/watch?v=Cpevu80LZ5o,5,,not individually probed; paper mean1630.7s
3QkPFA9F9C8,https://www.youtube.com/watch?v=3QkPFA9F9C8,5,,not individually probed; paper mean1630.7s
9NEZ09ZhAfM,https://www.youtube.com/watch?v=9NEZ09ZhAfM,3,,not individually probed; paper mean1630.7s
DWcaCrLt49U,https://www.youtube.com/watch?v=DWcaCrLt49U,4,,not individually probed; paper mean1630.7s
6d8G9IjSbj8,https://www.youtube.com/watch?v=6d8G9IjSbj8,3,,not individually probed; paper mean1630.7s
Et-JvYrQ84o,https://www.youtube.com/watch?v=Et-JvYrQ84o,3,,not individually probed; paper mean1630.7s
AtuLnppN-sA,https://www.youtube.com/watch?v=AtuLnppN-sA,3,,not individually probed; paper mean1630.7s
C8r8kTyhbrU,https://www.youtube.com/watch?v=C8r8kTyhbrU,3,,not individually probed; paper mean1630.7s
nwhg2DaPhrU,https://www.youtube.com/watch?v=nwhg2DaPhrU,2,,not individually probed; paper mean1630.7s
I8CzhPE-M4E,https://www.youtube.com/watch?v=I8CzhPE-M4E,2,,not individually probed; paper mean1630.7s
VW2sn-xpwCY,https://www.youtube.com/watch?v=VW2sn-xpwCY,3,,not individually probed; paper mean1630.7s
3X6wb_neCD8,https://www.youtube.com/watch?v=3X6wb_neCD8,1,,not individually probed; paper mean1630.7s
kRFhgU7o2PA,https://www.youtube.com/watch?v=kRFhgU7o2PA,2,,not individually probed; paper mean1630.7s
SkO8P6BGWjE,https://www.youtube.com/watch?v=SkO8P6BGWjE,2,,not individually probed; paper mean1630.7s
gTp5i2Lpyvs,https://www.youtube.com/watch?v=gTp5i2Lpyvs,3,,not individually probed; paper mean1630.7s
TGJLlEXMSmM,https://www.youtube.com/watch?v=TGJLlEXMSmM,2,,not individually probed; paper mean1630.7s
pJte4SNrwUo,https://www.youtube.com/watch?v=pJte4SNrwUo,4,,not individually probed; paper mean1630.7s
dFMJ514lz5w,https://www.youtube.com/watch?v=dFMJ514lz5w,2,,not individually probed; paper mean1630.7s
OmF_hZEsckM,https://www.youtube.com/watch?v=OmF_hZEsckM,3,,not individually probed; paper mean1630.7s
KLJKd1ta_qs,https://www.youtube.com/watch?v=KLJKd1ta_qs,2,,not individually probed; paper mean1630.7s
qwR79-oNkPo,https://www.youtube.com/watch?v=qwR79-oNkPo,4,,not individually probed; paper mean1630.7s
riTOdbNs3TU,https://www.youtube.com/watch?v=riTOdbNs3TU,3,,not individually probed; paper mean1630.7s
USFZKCiXY6Q,https://www.youtube.com/watch?v=USFZKCiXY6Q,3,,not individually probed; paper mean1630.7s
sNv3Zb8Tc7U,https://www.youtube.com/watch?v=sNv3Zb8Tc7U,2,,not individually probed; paper mean1630.7s
QB182ZWEu00,https://www.youtube.com/watch?v=QB182ZWEu00,3,,not individually probed; paper mean1630.7s
hksQjHDIzdA,https://www.youtube.com/watch?v=hksQjHDIzdA,4,,not individually probed; paper mean1630.7s
J-uwJoABQ6M,https://www.youtube.com/watch?v=J-uwJoABQ6M,3,,not individually probed; paper mean1630.7s
uX5d_WB2YcM,https://www.youtube.com/watch?v=uX5d_WB2YcM,3,,not individually probed; paper mean1630.7s
7ss9z-cmhn0,https://www.youtube.com/watch?v=7ss9z-cmhn0,5,,not individually probed; paper mean1630.7s
obSMlx2BDWw,https://www.youtube.com/watch?v=obSMlx2BDWw,3,,not individually probed; paper mean1630.7s
72oQUQfe5Zw,https://www.youtube.com/watch?v=72oQUQfe5Zw,3,,not individually probed; paper mean1630.7s
s0eSrD0SLfY,https://www.youtube.com/watch?v=s0eSrD0SLfY,8,,not individually probed; paper mean1630.7s
vGKMRIDlbmU,https://www.youtube.com/watch?v=vGKMRIDlbmU,4,,not individually probed; paper mean1630.7s
NiKqiIYwVAg,https://www.youtube.com/watch?v=NiKqiIYwVAg,4,,not individually probed; paper mean1630.7s
U9DyHthJ6LA,https://www.youtube.com/watch?v=U9DyHthJ6LA,2,,not individually probed; paper mean1630.7s
uHf842Xg_2Y,https://www.youtube.com/watch?v=uHf842Xg_2Y,3,,not individually probed; paper mean1630.7s
2tl0dFKj1j4,https://www.youtube.com/watch?v=2tl0dFKj1j4,5,,not individually probed; paper mean1630.7s
eg87NPMQFmg,https://www.youtube.com/watch?v=eg87NPMQFmg,3,,not individually probed; paper mean1630.7s
Re6CfOxGFcA,https://www.youtube.com/watch?v=Re6CfOxGFcA,5,,not individually probed; paper mean1630.7s
KuRs5aoKT4g,https://www.youtube.com/watch?v=KuRs5aoKT4g,4,,not individually probed; paper mean1630.7s
s69Y70TNtDc,https://www.youtube.com/watch?v=s69Y70TNtDc,4,,not individually probed; paper mean1630.7s
Od_iPg-K6Ow,https://www.youtube.com/watch?v=Od_iPg-K6Ow,5,,not individually probed; paper mean1630.7s
bG_cu5EOAAs,https://www.youtube.com/watch?v=bG_cu5EOAAs,3,,not individually probed; paper mean1630.7s
qt1Fey4do-A,https://www.youtube.com/watch?v=qt1Fey4do-A,2,,not individually probed; paper mean1630.7s
-9ziUBOLx7k,https://www.youtube.com/watch?v=-9ziUBOLx7k,3,,not individually probed; paper mean1630.7s
lCzrUIGVYUo,https://www.youtube.com/watch?v=lCzrUIGVYUo,2,,not individually probed; paper mean1630.7s
TfSOZqq9XgE,https://www.youtube.com/watch?v=TfSOZqq9XgE,3,,not individually probed; paper mean1630.7s
FwqgPhtR8C0,https://www.youtube.com/watch?v=FwqgPhtR8C0,4,,not individually probed; paper mean1630.7s
cPf7t3qHL7A,https://www.youtube.com/watch?v=cPf7t3qHL7A,3,,not individually probed; paper mean1630.7s
XNQkm5vMSX8,https://www.youtube.com/watch?v=XNQkm5vMSX8,2,,not individually probed; paper mean1630.7s
mdJPO6rdrTo,https://www.youtube.com/watch?v=mdJPO6rdrTo,1,,not individually probed; paper mean1630.7s
OKDAooxAtfg,https://www.youtube.com/watch?v=OKDAooxAtfg,4,,not individually probed; paper mean1630.7s
62r3UPrOS9k,https://www.youtube.com/watch?v=62r3UPrOS9k,2,,not individually probed; paper mean1630.7s
kgvXL7LILTY,https://www.youtube.com/watch?v=kgvXL7LILTY,4,,not individually probed; paper mean1630.7s
6i8L-TdjQPc,https://www.youtube.com/watch?v=6i8L-TdjQPc,2,,not individually probed; paper mean1630.7s
y45Yd_ePWNU,https://www.youtube.com/watch?v=y45Yd_ePWNU,3,,not individually probed; paper mean1630.7s
mn75mKUExGg,https://www.youtube.com/watch?v=mn75mKUExGg,3,,not individually probed; paper mean1630.7s
ZDyPfNBnQ0o,https://www.youtube.com/watch?v=ZDyPfNBnQ0o,5,,not individually probed; paper mean1630.7s
iYDSlh8gkus,https://www.youtube.com/watch?v=iYDSlh8gkus,3,,not individually probed; paper mean1630.7s
fcZiW9Y1B-8,https://www.youtube.com/watch?v=fcZiW9Y1B-8,4,,not individually probed; paper mean1630.7s
KDKXMwoOtHY,https://www.youtube.com/watch?v=KDKXMwoOtHY,9,,not individually probed; paper mean1630.7s
qk5X295E7cY,https://www.youtube.com/watch?v=qk5X295E7cY,3,,not individually probed; paper mean1630.7s
Z7wRaqbriVE,https://www.youtube.com/watch?v=Z7wRaqbriVE,2,,not individually probed; paper mean1630.7s
p4--c3Eh6WA,https://www.youtube.com/watch?v=p4--c3Eh6WA,4,,not individually probed; paper mean1630.7s
uNwciVZuVk0,https://www.youtube.com/watch?v=uNwciVZuVk0,5,,not individually probed; paper mean1630.7s
VWJBAGrG0ms,https://www.youtube.com/watch?v=VWJBAGrG0ms,2,,not individually probed; paper mean1630.7s
-bMyTZYVzgw,https://www.youtube.com/watch?v=-bMyTZYVzgw,8,,not individually probed; paper mean1630.7s
7FTOIAehiWo,https://www.youtube.com/watch?v=7FTOIAehiWo,4,,not individually probed; paper mean1630.7s
bn0Kh9c4Zv4,https://www.youtube.com/watch?v=bn0Kh9c4Zv4,3,,not individually probed; paper mean1630.7s
1RnnzZhs_sQ,https://www.youtube.com/watch?v=1RnnzZhs_sQ,4,,not individually probed; paper mean1630.7s
bl-KZV_DL0Q,https://www.youtube.com/watch?v=bl-KZV_DL0Q,4,,not individually probed; paper mean1630.7s
sOFMthj_inw,https://www.youtube.com/watch?v=sOFMthj_inw,2,,not individually probed; paper mean1630.7s
mDnQnoNhez0,https://www.youtube.com/watch?v=mDnQnoNhez0,2,,not individually probed; paper mean1630.7s
Y7PoEXxectE,https://www.youtube.com/watch?v=Y7PoEXxectE,4,,not individually probed; paper mean1630.7s
LoldJNDLZHc,https://www.youtube.com/watch?v=LoldJNDLZHc,2,,not individually probed; paper mean1630.7s
-Lt0idIsJWo,https://www.youtube.com/watch?v=-Lt0idIsJWo,4,,not individually probed; paper mean1630.7s
obKb4if8RMk,https://www.youtube.com/watch?v=obKb4if8RMk,2,,not individually probed; paper mean1630.7s
g8Lu-I6h4-g,https://www.youtube.com/watch?v=g8Lu-I6h4-g,3,,not individually probed; paper mean1630.7s
Xz0dgbdlsz8,https://www.youtube.com/watch?v=Xz0dgbdlsz8,3,,not individually probed; paper mean1630.7s
CeZe4Ua1JLM,https://www.youtube.com/watch?v=CeZe4Ua1JLM,4,,not individually probed; paper mean1630.7s
8TlrXc3TYgs,https://www.youtube.com/watch?v=8TlrXc3TYgs,4,,not individually probed; paper mean1630.7s
4RcThoRG46c,https://www.youtube.com/watch?v=4RcThoRG46c,5,,not individually probed; paper mean1630.7s
JluvDFSB_YA,https://www.youtube.com/watch?v=JluvDFSB_YA,3,,not individually probed; paper mean1630.7s
qYzx4ZGQnc8,https://www.youtube.com/watch?v=qYzx4ZGQnc8,3,,not individually probed; paper mean1630.7s
gNUFv5q3GOk,https://www.youtube.com/watch?v=gNUFv5q3GOk,3,,not individually probed; paper mean1630.7s
AF8d72mA41M,https://www.youtube.com/watch?v=AF8d72mA41M,3,,not individually probed; paper mean1630.7s
nHFjFXDJgm8,https://www.youtube.com/watch?v=nHFjFXDJgm8,4,,not individually probed; paper mean1630.7s
7xc_OAfs62Y,https://www.youtube.com/watch?v=7xc_OAfs62Y,3,,not individually probed; paper mean1630.7s
SNklLxR3tPo,https://www.youtube.com/watch?v=SNklLxR3tPo,4,,not individually probed; paper mean1630.7s
udhl2mzfLbc,https://www.youtube.com/watch?v=udhl2mzfLbc,5,,not individually probed; paper mean1630.7s
Tt6WQYtefXA,https://www.youtube.com/watch?v=Tt6WQYtefXA,4,,not individually probed; paper mean1630.7s
7wTr0dPuEh0,https://www.youtube.com/watch?v=7wTr0dPuEh0,5,,not individually probed; paper mean1630.7s
qOrJkfryLFg,https://www.youtube.com/watch?v=qOrJkfryLFg,4,,not individually probed; paper mean1630.7s
iUwcMIrVgjQ,https://www.youtube.com/watch?v=iUwcMIrVgjQ,3,,not individually probed; paper mean1630.7s
6DPvnOowWe0,https://www.youtube.com/watch?v=6DPvnOowWe0,3,,not individually probed; paper mean1630.7s
pJbX03XmwY0,https://www.youtube.com/watch?v=pJbX03XmwY0,3,,not individually probed; paper mean1630.7s
